CustomerID,Age,Gender,Tenure,MonthlyCharges,TotalCharges,ContractType,InternetService,TechSupport,PaymentMethod,MonthlyUsageGB,NumComplaints,Churn
1310,27,Male,56,104.93,5876.08,One year,Fiber optic,Yes,Electronic Check,198,1,No
1311,56,Female,29,115.21,3341.09,One year,DSL,No,Electronic Check,149,4,Yes
1312,49,Female,15,60.03,900.45,Month-to-month,DSL,Yes,Bank Transfer,136,2,No
1313,37,Female,1,119.83,119.83,Month-to-month,Fiber optic,Yes,Bank Transfer,67,3,Yes
1314,46,Male,19,49.18,934.42,Month-to-month,DSL,No,Electronic Check,220,2,No
1315,43,Male,33,85.35,2816.55,One year,Fiber optic,Yes,Electronic Check,44,1,Yes
1316,65,Male,26,60.77,1580.02,One year,Fiber optic,No,Bank Transfer,67,0,No
1317,46,Female,44,85.85,3777.4,One year,Fiber optic,No,Electronic Check,237,2,No
1318,60,Female,10,114.33,1143.3,One year,Fiber optic,Yes,Credit Card,192,4,No
1319,24,Female,22,89.78,1975.16,One year,Fiber optic,No,Credit Card,57,3,No
1320,30,Female,27,107.38,2899.26,One year,DSL,No,Bank Transfer,222,5,No
1321,52,Male,28,92.49,2589.72,One year,Fiber optic,Yes,Electronic Check,250,5,No
1322,53,Female,39,78.08,3045.12,Month-to-month,Fiber optic,Yes,Electronic Check,168,4,No
1323,39,Female,64,63.92,4090.88,One year,DSL,No,Cash,212,3,No
1324,63,Female,64,97.67,6250.88,Month-to-month,DSL,Yes,Electronic Check,53,4,No
1325,40,Female,6,73.24,439.44,Month-to-month,DSL,No,Bank Transfer,199,2,Yes
1326,54,Male,56,115,6440,Month-to-month,Fiber optic,Yes,Cash,46,1,No
1327,38,Male,27,108.17,2920.59,Month-to-month,DSL,No,Cash,178,5,No
1328,63,Male,15,70.4,1056,Month-to-month,Fiber optic,No,Cash,193,1,No
1329,58,Female,66,93.94,6200.04,Two year,DSL,Yes,Cash,58,5,No
1330,47,Female,51,57.45,2929.95,Month-to-month,Fiber optic,Yes,Bank Transfer,198,2,No
1331,49,Male,56,64.44,3608.64,One year,DSL,No,Bank Transfer,72,0,No
1332,64,Female,52,84.07,4371.64,Month-to-month,Fiber optic,No,Credit Card,105,1,No
1333,59,Female,26,45.81,1191.06,Two year,DSL,Yes,Cash,214,0,No
1334,63,Male,1,82.22,82.22,Month-to-month,Fiber optic,No,Bank Transfer,80,1,No
1335,26,Female,58,83.2,4825.6,Month-to-month,Fiber optic,No,Bank Transfer,211,2,No
1336,60,Female,33,111.47,3678.51,One year,Fiber optic,Yes,Bank Transfer,177,5,No
1337,22,Female,14,57.49,804.86,Month-to-month,DSL,Yes,Bank Transfer,139,2,No
1338,37,Male,28,90.82,2542.96,Month-to-month,Fiber optic,No,Electronic Check,133,3,No
1339,43,Female,26,62.93,1636.18,One year,DSL,No,Bank Transfer,139,0,No
1340,25,Female,34,46.03,1565.02,One year,DSL,No,Electronic Check,41,5,No
1341,64,Female,64,102.75,6576,One year,Fiber optic,No,Bank Transfer,229,3,No
1342,46,Male,38,111.11,4222.18,Two year,Fiber optic,No,Cash,220,3,Yes
1343,28,Male,49,44.15,2163.35,Month-to-month,Fiber optic,No,Bank Transfer,215,1,No
1344,35,Female,13,95.41,1240.33,Month-to-month,Fiber optic,No,Bank Transfer,49,4,No
1345,33,Male,32,101.04,3233.28,Month-to-month,Fiber optic,No,Bank Transfer,53,2,Yes
1346,63,Female,19,50.19,953.61,One year,DSL,Yes,Bank Transfer,235,1,No
1347,59,Female,54,57.33,3095.82,Month-to-month,DSL,No,Bank Transfer,92,0,No
1348,64,Male,20,59.56,1191.2,Two year,Fiber optic,Yes,Electronic Check,60,2,No
1349,54,Female,36,54.34,1956.24,Two year,DSL,Yes,Credit Card,243,3,No
1350,48,Female,48,57.91,2779.68,One year,DSL,Yes,Credit Card,134,4,No
1351,50,Female,21,93.06,1954.26,One year,DSL,No,Bank Transfer,179,3,No
1352,55,Male,37,87.82,3249.34,One year,DSL,Yes,Bank Transfer,148,4,Yes
1353,34,Male,39,79.38,3095.82,Two year,DSL,No,Electronic Check,199,1,Yes
1354,48,Female,2,119.93,239.86,Month-to-month,DSL,Yes,Credit Card,229,3,Yes
1355,31,Female,3,81.15,243.45,Month-to-month,Fiber optic,No,Bank Transfer,172,0,No
1356,56,Male,6,117.21,703.26,Two year,Fiber optic,Yes,Bank Transfer,152,5,Yes
1357,32,Female,58,51.71,2999.18,Two year,DSL,Yes,Credit Card,218,3,No
1358,51,Male,47,56.84,2671.48,One year,DSL,Yes,Bank Transfer,90,4,No
1359,63,Female,44,91.4,4021.6,Two year,DSL,Yes,Electronic Check,71,4,No
1360,21,Male,5,89.85,449.25,One year,DSL,No,Bank Transfer,249,4,Yes
1361,23,Female,18,65.57,1180.26,One year,DSL,No,Cash,245,0,No
1362,46,Female,47,40.78,1916.66,One year,DSL,Yes,Cash,243,3,No
1363,40,Male,23,63.93,1470.39,Two year,Fiber optic,No,Bank Transfer,50,0,No
1364,22,Male,24,88.09,2114.16,One year,Fiber optic,Yes,Bank Transfer,43,1,No
1365,47,Female,45,61.6,2772,Month-to-month,Fiber optic,Yes,Electronic Check,217,3,No
1366,36,Female,30,81.44,2443.2,Month-to-month,DSL,Yes,Cash,221,1,No
1367,43,Male,10,116.36,1163.6,Month-to-month,Fiber optic,Yes,Electronic Check,89,1,No
1368,29,Female,15,50.18,752.7,One year,Fiber optic,Yes,Bank Transfer,219,0,Yes
1369,25,Female,59,115.37,6806.83,One year,DSL,No,Cash,233,2,No
1370,49,Female,45,63.39,2852.55,Month-to-month,Fiber optic,Yes,Credit Card,167,0,No
1371,21,Male,11,87.51,962.61,Month-to-month,Fiber optic,No,Bank Transfer,191,4,Yes
1372,38,Female,24,97.82,2347.68,One year,DSL,Yes,Bank Transfer,92,2,No
1373,56,Male,69,75.84,5232.96,One year,Fiber optic,Yes,Bank Transfer,198,0,No
1374,43,Male,24,94.99,2279.76,One year,Fiber optic,Yes,Credit Card,57,5,No
1375,61,Female,33,66.26,2186.58,One year,DSL,Yes,Cash,128,4,No
1376,52,Male,45,95.46,4295.7,Month-to-month,Fiber optic,No,Bank Transfer,89,2,No
1377,53,Male,6,52.98,317.88,Two year,DSL,No,Credit Card,86,5,No
1378,61,Female,72,76.18,5484.96,One year,DSL,Yes,Cash,246,2,No
1379,53,Female,38,99.53,3782.14,Month-to-month,DSL,No,Cash,56,4,No
1380,44,Male,69,81.65,5633.85,Month-to-month,DSL,No,Bank Transfer,101,5,Yes
1381,54,Male,68,91.97,6253.96,Month-to-month,DSL,Yes,Credit Card,207,1,No
1382,56,Female,12,103.89,1246.68,Month-to-month,Fiber optic,No,Bank Transfer,64,2,Yes
1383,47,Male,46,87.51,4025.46,Two year,Fiber optic,Yes,Electronic Check,119,2,Yes
1384,64,Female,50,64.54,3227,Two year,DSL,Yes,Credit Card,148,0,No
1385,34,Male,16,90.46,1447.36,Month-to-month,Fiber optic,Yes,Electronic Check,113,3,No
1386,50,Female,72,85.85,6181.2,One year,DSL,Yes,Credit Card,117,5,No
1387,60,Female,58,56.39,3270.62,Month-to-month,Fiber optic,No,Cash,96,1,No
1388,52,Female,2,63.41,126.82,Month-to-month,DSL,Yes,Cash,139,1,No
1389,47,Female,8,115.25,922,One year,Fiber optic,Yes,Credit Card,171,5,No
1390,31,Female,6,86.57,519.42,Two year,Fiber optic,No,Cash,74,0,Yes
1391,49,Female,56,119.26,6678.56,One year,Fiber optic,Yes,Electronic Check,92,5,No
1392,50,Female,61,105.3,6423.3,One year,Fiber optic,No,Credit Card,68,2,No
1393,49,Male,37,81.51,3015.87,Two year,Fiber optic,Yes,Bank Transfer,80,2,No
1394,36,Female,53,107.48,5696.44,Month-to-month,DSL,Yes,Credit Card,82,3,No
1395,59,Female,49,103.63,5077.87,Two year,Fiber optic,No,Credit Card,112,1,No
1396,28,Female,56,62.53,3501.68,Two year,DSL,Yes,Credit Card,237,1,No
1397,54,Male,63,105.16,6625.08,One year,Fiber optic,No,Credit Card,118,3,Yes
1398,23,Female,45,62.75,2823.75,Two year,Fiber optic,Yes,Electronic Check,170,2,No
1399,56,Male,12,111.71,1340.52,One year,Fiber optic,No,Cash,82,2,Yes
1400,22,Male,34,41.41,1407.94,One year,Fiber optic,Yes,Cash,67,0,No
1401,57,Male,3,103.34,310.02,One year,DSL,No,Cash,178,2,Yes
1402,33,Female,2,50.17,100.34,Two year,DSL,No,Cash,181,4,No
1403,39,Male,12,44.16,529.92,One year,DSL,Yes,Cash,132,0,No
1404,58,Male,43,103.99,4471.57,Two year,Fiber optic,Yes,Bank Transfer,124,0,Yes
1405,34,Female,38,84.56,3213.28,Two year,Fiber optic,No,Cash,133,4,No
1406,61,Male,68,119.89,8152.52,Month-to-month,DSL,No,Bank Transfer,206,5,No
1407,30,Male,27,108.68,2934.36,One year,DSL,Yes,Cash,169,4,Yes
1408,45,Female,51,88.85,4531.35,One year,Fiber optic,No,Bank Transfer,211,5,No
1409,33,Male,49,42.81,2097.69,One year,DSL,Yes,Cash,153,5,No
1410,64,Male,8,67.8,542.4,One year,Fiber optic,No,Bank Transfer,244,4,No
1411,61,Male,9,92.82,835.38,Month-to-month,DSL,Yes,Credit Card,249,0,Yes
1412,29,Female,71,60.12,4268.52,One year,Fiber optic,No,Bank Transfer,215,1,No
1413,47,Female,11,68.35,751.85,Two year,DSL,Yes,Credit Card,77,3,No
1414,59,Male,28,56.14,1571.92,One year,DSL,No,Electronic Check,208,2,No
1415,30,Male,58,44.19,2563.02,Two year,Fiber optic,Yes,Bank Transfer,104,0,No
1416,35,Female,33,102.77,3391.41,One year,DSL,Yes,Bank Transfer,113,0,No
1417,62,Male,31,52.6,1630.6,Two year,Fiber optic,Yes,Credit Card,248,1,No
1418,57,Male,47,92.14,4330.58,Month-to-month,Fiber optic,Yes,Cash,246,2,No
1419,55,Male,18,113.78,2048.04,One year,DSL,Yes,Cash,142,5,Yes
1420,27,Male,4,117.13,468.52,One year,Fiber optic,No,Electronic Check,86,1,Yes
1421,51,Male,71,108.74,7720.54,Month-to-month,Fiber optic,Yes,Electronic Check,165,1,No
1422,24,Male,32,106.41,3405.12,Two year,DSL,Yes,Cash,124,5,No
1423,47,Female,58,75.34,4369.72,One year,DSL,Yes,Electronic Check,73,4,No
1424,27,Male,54,107.07,5781.78,Two year,DSL,Yes,Cash,89,2,No
1425,40,Male,48,118.09,5668.32,Two year,DSL,No,Electronic Check,86,5,No
1426,65,Male,15,110.48,1657.2,Two year,Fiber optic,No,Cash,239,5,No
1427,28,Male,29,87.95,2550.55,Month-to-month,DSL,No,Bank Transfer,231,3,Yes
1428,46,Female,46,119.17,5481.82,Two year,Fiber optic,No,Electronic Check,230,2,Yes
1429,44,Female,2,114.6,229.2,One year,DSL,No,Electronic Check,53,3,Yes
1430,41,Male,55,99.06,5448.3,Month-to-month,DSL,No,Electronic Check,89,2,No
1431,33,Female,15,89.03,1335.45,Two year,DSL,Yes,Electronic Check,101,5,No
1432,38,Male,24,76.25,1830,One year,DSL,Yes,Cash,49,3,No
1433,53,Male,64,108.33,6933.12,One year,DSL,No,Cash,158,0,No
1434,62,Male,69,74.18,5118.42,One year,DSL,No,Electronic Check,123,4,No
1435,22,Male,18,83.51,1503.18,Month-to-month,Fiber optic,No,Bank Transfer,60,4,No
1436,52,Male,67,45.04,3017.68,One year,Fiber optic,No,Electronic Check,167,4,No
1437,25,Male,68,50.81,3455.08,Two year,Fiber optic,No,Bank Transfer,236,1,No
1438,65,Female,17,73.97,1257.49,Two year,Fiber optic,No,Electronic Check,134,2,Yes
1439,47,Female,52,78.07,4059.64,Month-to-month,DSL,No,Electronic Check,203,5,No
1440,37,Male,55,116.87,6427.85,One year,Fiber optic,No,Cash,73,3,No
1441,30,Male,61,116.37,7098.57,One year,DSL,No,Bank Transfer,242,3,No
1442,61,Male,53,64.35,3410.55,Two year,Fiber optic,No,Credit Card,107,3,No
1443,46,Female,59,105.42,6219.78,Two year,DSL,No,Bank Transfer,92,5,No
1444,45,Female,16,48.87,781.92,Month-to-month,Fiber optic,No,Bank Transfer,166,1,No
1445,24,Female,25,96.36,2409,One year,Fiber optic,Yes,Cash,60,1,No
1446,22,Female,41,72.38,2967.58,One year,Fiber optic,No,Electronic Check,250,5,No
1447,38,Female,16,93.99,1503.84,Month-to-month,DSL,No,Credit Card,106,2,Yes
1448,28,Female,52,111.98,5822.96,One year,DSL,No,Credit Card,66,3,No
1449,49,Female,41,111.23,4560.43,Two year,DSL,Yes,Electronic Check,78,1,No
1450,52,Male,22,112.38,2472.36,Two year,DSL,No,Electronic Check,211,5,No
1451,50,Male,60,77.58,4654.8,Month-to-month,Fiber optic,Yes,Electronic Check,66,5,No
1452,45,Female,70,97.19,6803.3,Month-to-month,DSL,Yes,Electronic Check,167,3,No
1453,50,Female,41,77.24,3166.84,Two year,DSL,Yes,Cash,63,5,Yes
1454,30,Male,49,47.7,2337.3,Month-to-month,DSL,Yes,Credit Card,60,5,No
1455,42,Female,16,94.16,1506.56,One year,Fiber optic,Yes,Cash,250,5,No
1456,49,Female,39,99.53,3881.67,One year,DSL,No,Cash,139,0,No
1457,42,Male,36,90.16,3245.76,Month-to-month,DSL,Yes,Credit Card,123,2,Yes
1458,23,Male,21,73.75,1548.75,One year,Fiber optic,Yes,Cash,54,0,No
1459,29,Female,31,117.32,3636.92,One year,DSL,No,Bank Transfer,185,4,No
1460,29,Male,71,51.31,3643.01,Two year,DSL,Yes,Bank Transfer,165,4,Yes
1461,50,Male,47,77.58,3646.26,One year,DSL,No,Electronic Check,198,0,No
1462,54,Male,42,48.7,2045.4,One year,Fiber optic,Yes,Cash,185,4,No
1463,44,Male,33,111.8,3689.4,Two year,Fiber optic,No,Cash,133,3,No
1464,64,Male,65,75.13,4883.45,Month-to-month,Fiber optic,No,Bank Transfer,66,0,No
1465,43,Male,10,97.23,972.3,Month-to-month,DSL,No,Credit Card,82,5,Yes
1466,38,Male,61,112.37,6854.57,Month-to-month,DSL,No,Cash,179,4,No
1467,50,Female,37,105.78,3913.86,Month-to-month,DSL,Yes,Bank Transfer,118,0,Yes
1468,37,Female,22,71.33,1569.26,Two year,DSL,No,Cash,214,0,No
1469,43,Male,46,58.46,2689.16,One year,DSL,No,Cash,78,2,No
1470,42,Male,33,106.74,3522.42,One year,DSL,Yes,Credit Card,205,0,No
1471,50,Male,37,57.8,2138.6,Two year,DSL,Yes,Bank Transfer,85,0,No
1472,48,Male,21,53.74,1128.54,One year,Fiber optic,No,Bank Transfer,179,4,No
1473,54,Female,7,59.46,416.22,Month-to-month,Fiber optic,Yes,Electronic Check,78,2,No
1474,61,Male,54,61.21,3305.34,One year,DSL,Yes,Electronic Check,80,0,Yes
1475,23,Female,4,60.91,243.64,One year,Fiber optic,No,Credit Card,91,1,Yes
1476,43,Male,12,102.88,1234.56,One year,Fiber optic,No,Electronic Check,197,4,Yes
1477,26,Female,32,58.67,1877.44,Two year,Fiber optic,Yes,Credit Card,190,4,No
1478,44,Female,32,84.5,2704,Month-to-month,DSL,No,Bank Transfer,158,1,No
1479,33,Male,11,74.71,821.81,One year,Fiber optic,No,Cash,70,0,Yes
1480,63,Female,47,76.34,3587.98,Month-to-month,Fiber optic,Yes,Electronic Check,123,5,No
1481,33,Female,6,114.07,684.42,Month-to-month,DSL,Yes,Electronic Check,160,5,Yes
1482,41,Female,6,44.4,266.4,One year,DSL,No,Electronic Check,197,1,No
1483,39,Female,16,117.8,1884.8,Month-to-month,DSL,No,Bank Transfer,147,1,No
1484,53,Female,69,47.11,3250.59,Month-to-month,Fiber optic,No,Cash,194,1,No
1485,63,Male,12,101.16,1213.92,Month-to-month,Fiber optic,No,Cash,237,5,No
1486,41,Female,33,84.59,2791.47,Month-to-month,Fiber optic,No,Bank Transfer,83,4,No
1487,37,Female,13,72.54,943.02,Month-to-month,Fiber optic,Yes,Credit Card,96,2,No
1488,45,Female,44,106.87,4702.28,Month-to-month,Fiber optic,Yes,Bank Transfer,214,3,No
1489,60,Female,6,59.7,358.2,Month-to-month,DSL,Yes,Cash,53,4,No
1490,42,Female,69,100.5,6934.5,Month-to-month,Fiber optic,No,Credit Card,97,3,No
1491,29,Female,46,90.1,4144.6,Two year,Fiber optic,No,Electronic Check,58,3,No
1492,50,Male,20,61.09,1221.8,Two year,Fiber optic,No,Bank Transfer,129,5,No
1493,50,Male,43,75.26,3236.18,Two year,DSL,Yes,Bank Transfer,109,2,No
1494,35,Male,24,117.01,2808.24,Two year,DSL,No,Electronic Check,128,5,No
1495,56,Male,53,64.18,3401.54,Month-to-month,DSL,No,Electronic Check,247,1,No
1496,48,Male,72,86.83,6251.76,One year,DSL,No,Cash,214,4,No
1497,39,Male,38,118.47,4501.86,One year,DSL,Yes,Cash,71,4,No
1498,43,Male,70,46.67,3266.9,One year,DSL,Yes,Credit Card,152,1,Yes
1499,26,Male,61,45.16,2754.76,One year,DSL,No,Cash,162,2,No
1500,21,Male,33,83.54,2756.82,Two year,Fiber optic,Yes,Bank Transfer,178,5,Yes
1501,56,Female,20,108.45,2169,Month-to-month,DSL,No,Cash,182,0,No
1502,59,Female,58,64.64,3749.12,One year,DSL,No,Electronic Check,240,0,No
1503,62,Female,14,64.17,898.38,Month-to-month,Fiber optic,Yes,Credit Card,102,0,No
1504,47,Male,68,75.75,5151,Month-to-month,Fiber optic,No,Electronic Check,78,4,No
1505,28,Female,27,61.43,1658.61,Two year,Fiber optic,Yes,Bank Transfer,120,3,No
1506,49,Female,35,106.79,3737.65,Two year,Fiber optic,Yes,Credit Card,95,4,No
1507,35,Female,32,88.77,2840.64,Two year,DSL,Yes,Credit Card,239,1,No
1508,62,Male,43,59.2,2545.6,Two year,DSL,Yes,Credit Card,116,5,No
1509,37,Female,43,109.32,4700.76,Month-to-month,DSL,No,Bank Transfer,85,3,No
1510,21,Male,24,41.34,992.16,One year,DSL,Yes,Cash,209,4,No
1511,33,Male,54,85.64,4624.56,Two year,DSL,Yes,Credit Card,114,1,Yes
1512,56,Male,51,88.83,4530.33,Month-to-month,DSL,No,Credit Card,154,1,No
1513,39,Male,35,67.98,2379.3,Two year,DSL,Yes,Electronic Check,101,5,No
1514,48,Female,36,97.3,3502.8,One year,DSL,No,Electronic Check,51,1,No
1515,35,Male,70,52.41,3668.7,One year,Fiber optic,No,Cash,64,1,Yes
1516,24,Female,51,56.69,2891.19,Two year,Fiber optic,No,Credit Card,136,5,No
1517,64,Female,38,80.65,3064.7,Month-to-month,Fiber optic,Yes,Bank Transfer,59,1,No
1518,26,Female,33,94.58,3121.14,Two year,Fiber optic,Yes,Cash,128,3,No
1519,50,Male,54,56.35,3042.9,Month-to-month,DSL,No,Electronic Check,196,4,No
1520,49,Female,55,93.91,5165.05,One year,DSL,No,Cash,230,2,No
1521,23,Male,27,103.94,2806.38,Month-to-month,Fiber optic,Yes,Cash,233,3,No
1522,37,Male,2,73.34,146.68,One year,DSL,No,Credit Card,213,5,No
1523,50,Female,28,49.01,1372.28,Month-to-month,Fiber optic,Yes,Cash,237,3,No
1524,55,Female,11,52.95,582.45,Month-to-month,Fiber optic,Yes,Cash,138,1,Yes
1525,33,Male,8,67.22,537.76,Two year,Fiber optic,No,Credit Card,79,1,No
1526,21,Male,40,73.51,2940.4,One year,Fiber optic,Yes,Electronic Check,75,1,Yes
1527,40,Female,66,58.7,3874.2,One year,DSL,Yes,Credit Card,92,4,No
1528,45,Male,42,117.64,4940.88,Two year,Fiber optic,Yes,Bank Transfer,166,1,No
1529,43,Female,40,54.46,2178.4,One year,Fiber optic,No,Bank Transfer,239,4,No
1530,29,Male,31,73.16,2267.96,One year,Fiber optic,No,Electronic Check,201,3,No
1531,22,Male,63,96.27,6065.01,One year,Fiber optic,Yes,Electronic Check,183,5,No
1532,45,Male,25,109.9,2747.5,Month-to-month,Fiber optic,No,Electronic Check,153,2,No
1533,26,Male,8,117.28,938.24,One year,Fiber optic,Yes,Credit Card,48,0,No
1534,51,Male,59,105.43,6220.37,One year,DSL,Yes,Bank Transfer,112,2,No
1535,35,Female,4,48.44,193.76,One year,Fiber optic,No,Credit Card,201,3,No
1536,29,Female,36,65.04,2341.44,Month-to-month,Fiber optic,Yes,Electronic Check,158,4,No
1537,54,Female,29,100.33,2909.57,Month-to-month,DSL,No,Electronic Check,104,0,No
1538,29,Female,65,64.43,4187.95,Month-to-month,DSL,No,Electronic Check,81,4,No
1539,35,Female,62,53.04,3288.48,Month-to-month,Fiber optic,Yes,Cash,81,4,No
1540,48,Male,63,91.15,5742.45,Two year,Fiber optic,Yes,Bank Transfer,51,4,No
1541,40,Female,53,104.57,5542.21,One year,Fiber optic,No,Electronic Check,185,0,No
1542,32,Female,55,57.81,3179.55,Two year,Fiber optic,Yes,Credit Card,197,2,No
1543,39,Female,66,101.87,6723.42,Two year,DSL,Yes,Bank Transfer,52,4,No
1544,58,Male,67,67.15,4499.05,Two year,DSL,Yes,Cash,201,4,Yes
1545,41,Male,26,88.46,2299.96,Month-to-month,DSL,Yes,Credit Card,59,3,No
1546,44,Male,56,55.01,3080.56,One year,DSL,Yes,Credit Card,140,0,No
1547,44,Male,48,84.21,4042.08,One year,DSL,No,Cash,201,0,No
1548,50,Female,31,119.65,3709.15,Two year,Fiber optic,Yes,Electronic Check,171,2,No
1549,35,Male,51,79.72,4065.72,Month-to-month,Fiber optic,No,Bank Transfer,216,1,No
1550,42,Female,25,51.28,1282,Month-to-month,Fiber optic,No,Electronic Check,226,0,No
1551,45,Male,17,97.21,1652.57,Month-to-month,Fiber optic,No,Electronic Check,50,0,No
1552,29,Male,18,59.19,1065.42,Month-to-month,Fiber optic,Yes,Cash,135,1,No
1553,40,Male,24,76.81,1843.44,Month-to-month,DSL,No,Electronic Check,171,1,No
1554,24,Female,10,88.22,882.2,Two year,Fiber optic,No,Cash,159,5,Yes
1555,58,Female,11,85.2,937.2,Month-to-month,DSL,Yes,Credit Card,92,1,Yes
1556,62,Male,51,100.27,5113.77,Two year,DSL,Yes,Cash,216,4,No
1557,62,Male,20,94.87,1897.4,One year,Fiber optic,No,Credit Card,194,3,No
1558,61,Female,63,101.68,6405.84,Month-to-month,Fiber optic,Yes,Electronic Check,62,2,No
1559,65,Male,67,119.71,8020.57,Two year,DSL,No,Credit Card,77,4,No
1560,65,Male,17,53.81,914.77,Month-to-month,DSL,No,Cash,52,5,No
1561,54,Male,69,46.2,3187.8,One year,Fiber optic,No,Credit Card,128,0,No
1562,32,Female,23,100.56,2312.88,Month-to-month,DSL,Yes,Cash,71,2,Yes
1563,54,Male,63,87.73,5526.99,Two year,Fiber optic,Yes,Electronic Check,62,4,No
1564,28,Female,42,83,3486,One year,Fiber optic,No,Cash,190,1,No
1565,40,Female,35,113.17,3960.95,Month-to-month,Fiber optic,Yes,Cash,189,5,Yes
1566,41,Female,34,116.43,3958.62,Month-to-month,DSL,No,Credit Card,142,5,No
1567,29,Male,33,43.37,1431.21,One year,DSL,No,Cash,66,1,No
1568,36,Male,63,65.92,4152.96,Two year,Fiber optic,Yes,Cash,90,3,No
1569,57,Male,34,89.33,3037.22,One year,DSL,Yes,Credit Card,152,0,No
1570,43,Male,66,105.51,6963.66,Two year,DSL,No,Bank Transfer,209,1,No
1571,45,Female,43,101.9,4381.7,One year,DSL,No,Credit Card,236,4,No
1572,59,Male,71,45.63,3239.73,Month-to-month,Fiber optic,Yes,Cash,169,4,No
1573,31,Female,15,95.78,1436.7,Two year,DSL,Yes,Cash,98,0,No
1574,26,Female,61,60.14,3668.54,Month-to-month,Fiber optic,No,Bank Transfer,150,1,No
1575,53,Female,58,45.43,2634.94,Two year,DSL,Yes,Cash,70,2,No
1576,45,Female,5,47.36,236.8,Two year,Fiber optic,No,Bank Transfer,142,0,No
1577,37,Male,51,94.03,4795.53,Two year,DSL,Yes,Credit Card,167,3,No
1578,34,Female,14,107.22,1501.08,Month-to-month,Fiber optic,No,Cash,46,2,No
1579,22,Male,6,78.91,473.46,Two year,DSL,No,Electronic Check,60,4,Yes
1580,23,Male,53,96.86,5133.58,One year,DSL,No,Electronic Check,48,4,No
1581,54,Male,42,63.51,2667.42,Two year,Fiber optic,No,Electronic Check,248,3,No
1582,22,Male,54,42.8,2311.2,One year,DSL,No,Bank Transfer,102,1,No
1583,26,Female,6,47.54,285.24,One year,Fiber optic,Yes,Cash,187,4,No
1584,45,Male,31,98.86,3064.66,One year,Fiber optic,Yes,Credit Card,192,4,Yes
1585,56,Male,41,72.81,2985.21,Month-to-month,Fiber optic,Yes,Credit Card,185,0,No
1586,40,Male,23,111.64,2567.72,Two year,Fiber optic,Yes,Electronic Check,58,5,No
1587,53,Male,42,59.58,2502.36,One year,DSL,Yes,Credit Card,158,2,No
1588,29,Female,32,64.36,2059.52,One year,DSL,Yes,Cash,247,5,Yes
1589,64,Female,64,92.31,5907.84,Month-to-month,Fiber optic,No,Credit Card,233,3,No
1590,36,Male,47,47.55,2234.85,Two year,DSL,No,Electronic Check,51,4,No
1591,43,Male,67,41,2747,Month-to-month,DSL,No,Credit Card,95,2,No
1592,25,Male,66,51.04,3368.64,Two year,Fiber optic,No,Bank Transfer,135,5,No
1593,30,Female,16,91.87,1469.92,Month-to-month,DSL,Yes,Electronic Check,248,0,Yes
1594,24,Male,28,40.51,1134.28,Two year,Fiber optic,Yes,Cash,116,1,No
1595,42,Male,48,89.45,4293.6,One year,DSL,No,Cash,224,1,Yes
1596,31,Male,3,80.08,240.24,Month-to-month,DSL,Yes,Bank Transfer,242,1,Yes
1597,55,Male,47,81.64,3837.08,One year,DSL,Yes,Bank Transfer,145,1,Yes
1598,64,Male,63,80.43,5067.09,One year,DSL,Yes,Cash,249,4,No
1599,36,Male,35,67.71,2369.85,One year,DSL,Yes,Credit Card,124,2,No
1600,56,Female,23,99.19,2281.37,Two year,DSL,Yes,Credit Card,121,3,No
1601,24,Female,27,71.94,1942.38,One year,DSL,No,Credit Card,213,5,No
1602,33,Female,23,90.84,2089.32,Month-to-month,DSL,No,Credit Card,246,1,No
1603,53,Female,43,61.92,2662.56,Two year,DSL,No,Credit Card,137,4,No
1604,46,Female,52,44.41,2309.32,Month-to-month,DSL,No,Cash,160,0,Yes
1605,56,Female,25,49.43,1235.75,One year,DSL,Yes,Electronic Check,190,2,No
1606,64,Male,71,109.84,7798.64,Two year,Fiber optic,No,Cash,155,3,No
1607,35,Female,13,54.14,703.82,Month-to-month,DSL,Yes,Cash,142,2,No
1608,33,Female,63,85.87,5409.81,Two year,Fiber optic,Yes,Credit Card,100,3,No
1609,45,Male,34,89.08,3028.72,One year,DSL,Yes,Bank Transfer,128,1,No
1610,32,Male,38,85.14,3235.32,One year,Fiber optic,Yes,Bank Transfer,188,1,No
1611,59,Female,42,83.85,3521.7,Month-to-month,Fiber optic,Yes,Bank Transfer,85,2,Yes
1612,63,Female,65,55.24,3590.6,Month-to-month,Fiber optic,No,Bank Transfer,40,5,No
1613,65,Female,65,64.26,4176.9,Month-to-month,Fiber optic,No,Bank Transfer,106,2,No
1614,59,Female,57,52.77,3007.89,One year,DSL,No,Credit Card,182,1,No
1615,37,Female,40,108.84,4353.6,Month-to-month,Fiber optic,Yes,Bank Transfer,178,5,No
1616,27,Male,56,57.34,3211.04,Month-to-month,DSL,No,Credit Card,229,3,No
1617,37,Male,8,117.29,938.32,Month-to-month,Fiber optic,Yes,Bank Transfer,211,1,No
1618,33,Male,25,112.06,2801.5,Two year,DSL,No,Cash,239,5,No
1619,24,Male,70,110.35,7724.5,Two year,DSL,No,Cash,85,0,No
1620,53,Female,50,64.39,3219.5,One year,Fiber optic,No,Cash,161,2,Yes
1621,62,Female,21,74.98,1574.58,One year,DSL,Yes,Cash,79,3,No
1622,33,Female,50,106.17,5308.5,Month-to-month,DSL,Yes,Bank Transfer,145,3,No
